Twitter Account,Tweet,Tweet Date,Signal Generation Date,Signal Message,Token Mentioned,Token ID,Price at Tweet,Current Price,TP1,TP2,SL,Exit Price,P&L,Exit Price (Trailing Stop),P&L (Trailing Stop),Exit Price (SMA10),P&L (SMA10),Exit Price (SMA20),P&L (SMA20),Exit Price (EMA10),P&L (EMA10),Exit Price (EMA20),P&L (EMA20),,,,,,,,,,,,,,
CryptoWizardd,https://x.com/DevKhabib/status/1904869032982933923,2025-03-26T12:12:22.000Z,2025-03-27T06:04:58.528Z,Hold,NPC,npc,1.6408E-05,1.54736E-05,0.00001857,0.00002321,0.00001315,1.50673E-05,-8.17%,1.35754E-05,-17.26%,1.35754E-05,-17.26%,1.35754E-05,-17.26%,1.35754E-05,-17.26%,1.35754E-05,-17.26%,,,,,,,,,,,,,,
aixbt_agent,https://x.com/aixbt_agent/status/1905094778481693084,2025-03-27T03:09:24.000Z,2025-03-27T06:05:16.481Z,Buy,DEXTF,dextf,0.212991596,0.212991596,0.3,0.4,0.16,0.226860527,6.51%,0.207760279,-2.46%,0.207760279,-2.46%,0.207760279,-2.46%,0.207760279,-2.46%,0.207760279,-2.46%,,,,,,,,,,,,,,
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1905091737237828006,2025-03-27T02:57:19.000Z,2025-03-27T06:05:33.206Z,Hold,BTC,bitcoin,86960.85555,86960.85555,88250,86600,85000,85137.62392,-2.10%,85000,-2.25%,85000,-2.25%,85000,-2.25%,85000,-2.25%,85000,-2.25%,,,,,,,,,,,,,,
dippy_eth,https://x.com/dippy_eth/status/1904908578349035874,2025-03-26T14:49:31.000Z,2025-03-27T06:05:53.677Z,Buy,BTC,bitcoin,87520.58392,86960.85555,95000,200000,80000,85137.62392,-2.72%,83974.78065,-4.05%,83974.78065,-4.05%,83974.78065,-4.05%,83974.78065,-4.05%,83974.78065,-4.05%,,,,,,,,,,,,,,
dippy_eth,https://x.com/dippy_eth/status/1904908578349035874,2025-03-26T14:49:31.000Z,2025-03-27T06:06:05.201Z,Buy,ETH,ethereum,2068.598435,2009.883543,2500,4000,1800,1907.031913,-7.81%,1892.595556,-8.51%,1892.595556,-8.51%,1892.595556,-8.51%,1892.595556,-8.51%,1892.595556,-8.51%,,,,,,,,,,,,,,
dippy_eth,https://x.com/dippy_eth/status/1904908578349035874,2025-03-26T14:49:31.000Z,2025-03-27T06:06:34.168Z,Buy,SUI,sui,2.459272238,2.627295275,3.5,7,2.2,2.584684343,5.10%,2.527902245,2.79%,2.527902245,2.79%,2.527902245,2.79%,2.527902245,2.79%,2.527902245,2.79%,,,,,,,,,,,,,,
dippy_eth,https://x.com/dippy_eth/status/1904908578349035874,2025-03-26T14:49:31.000Z,2025-03-27T06:07:12.440Z,Hold,HYPE,hyperliquid,16.04909752,14.11330059,20,70,12,13.56938224,-15.45%,12.96378066,-19.22%,12.96378066,-19.22%,12.96378066,-19.22%,12.96378066,-19.22%,12.96378066,-19.22%,,,,,,,,,,,,,,
dippy_eth,https://x.com/dippy_eth/status/1904908578349035874,2025-03-26T14:49:31.000Z,2025-03-27T06:07:25.093Z,Sell,HYPE,hyperbolic-protocol,0.003974837,0,0.004,0.005,0.003,0.003692907,-7.09%,0.003656722,-8.00%,0.003656722,-8.00%,0.003656722,-8.00%,0.003656722,-8.00%,0.003656722,-8.00%,,,,,,,,,,,,,,
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1904929554767945787,2025-03-26T16:12:52.000Z,2025-03-27T06:08:26.653Z,Buy,ZIG,zignaly,0.090765234,0.089654299,0.15,0.2,0.08,0.085127131,-6.21%,0.081829477,-9.84%,0.081829477,-9.84%,0.081829477,-9.84%,0.081829477,-9.84%,0.081829477,-9.84%,,,,,,,,,,,,,,
cryptoo_doctor,https://x.com/cryptoo_doctor/status/1905011651490828537,2025-03-26T21:39:05.000Z,2025-03-27T06:08:47.576Z,Buy,NPC,npc,1.6408E-05,1.54736E-05,0.000017,0.000018,0.000014,1.50673E-05,-8.17%,0.000014,-14.68%,0.000014,-14.68%,0.000014,-14.68%,0.000014,-14.68%,0.000014,-14.68%,,,,,,,,,,,,,,
AltcoinLevi,https://x.com/AltcoinLevi/status/1904918076983750761,2025-03-26T15:27:15.000Z,2025-03-27T06:09:10.603Z,Buy,BANANA,banana,0.115408994,0.115347246,0.15,0.2,0.1,0.1,-13.35%,0.103094923,-10.67%,0.103094923,-10.67%,0.103094923,-10.67%,0.103094923,-10.67%,0.103094923,-10.67%,,,,,,,,,,,,,,
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1905024360232198272,2025-03-26T22:29:35.000Z,2025-03-27T06:09:32.795Z,Buy,TALK,talken,0.011007212,0.011004482,0.0115,0.012,0.0103,0.010861177,-1.33%,0.0107559,-2.28%,0.0107559,-2.28%,0.0107559,-2.28%,0.0107559,-2.28%,0.0107559,-2.28%,,,,,,,,,,,,,,
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1905324392344945059,2025-03-27T18:21:49.000Z,2025-03-28T06:00:24.199Z,Buy,TRISIG,tri-sigma,0.004069115,0.003964197,0.008,0.012,0.0035,0.003749816,-7.85%,0.0035,-13.99%,0.0035,-13.99%,0.0035,-13.99%,0.0035,-13.99%,0.0035,-13.99%,,,,,,,,,,,,,,
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1905324392344945059,2025-03-27T18:21:49.000Z,2025-03-28T06:00:41.159Z,Buy,FTON,fanton-token,0.000936506,0.001032185,0.0015,0.0031,0.0009,0.001019705,8.88%,0.001002721,7.07%,0.001002721,7.07%,0.001002721,7.07%,0.001002721,7.07%,0.001002721,7.07%,,,,,,,,,,,,,,
CryptoGemRnld,https://x.com/CryptoGemRnld/status/1905324392344945059,2025-03-27T18:21:49.000Z,2025-03-28T06:01:01.800Z,Buy,DOAI,dojo-protocol,0.00133396,0.001255911,0.0014,0.0016,0.00105,0.001174235,-11.97%,0.001097147,-17.75%,0.001097147,-17.75%,0.001097147,-17.75%,0.001097147,-17.75%,0.001097147,-17.75%,,,,,,,,,,,,,,
CryptoSlate,https://x.com/CryptoSlate/status/1905439701932339253,2025-03-28T02:00:00.000Z,2025-03-28T06:01:23.186Z,Hold,BTC,bitcoin,87227.27158,87227.27158,88000,90000,83000,85137.62392,-2.40%,83974.78065,-3.73%,83974.78065,-3.73%,83974.78065,-3.73%,83974.78065,-3.73%,83974.78065,-3.73%,,,,,,,,,,,,,,
holdersignals,https://x.com/holdersignals/status/1905386628321083857,2025-03-27T22:29:07.000Z,2025-03-28T06:01:34.948Z,Buy,PARTI,particle-network,0.342793694,0.343173693,0.35,0.36,0.33,0.33,-3.73%,0.33,-3.73%,0.33,-3.73%,0.33,-3.73%,0.33,-3.73%,0.33,-3.73%,,,,,,,,,,,,,,
holdersignals,https://x.com/holdersignals/status/1905342599214629320,2025-03-27T19:34:09.000Z,2025-03-28T06:01:49.826Z,Buy,BNB,binancecoin,617.8855001,637.6132125,650.72,700,590,628.1401329,1.66%,610.8885331,-1.13%,610.8885331,-1.13%,610.8885331,-1.13%,610.8885331,-1.13%,610.8885331,-1.13%,,,,,,,,,,,,,,
holdersignals,https://x.com/holdersignals/status/1905323615681479014,2025-03-27T18:18:43.000Z,2025-03-28T06:02:24.404Z,Buy,BNB,binancecoin,617.8855001,637.6132125,700,1000,600,628.1401329,1.66%,610.8885331,-1.13%,610.8885331,-1.13%,610.8885331,-1.13%,610.8885331,-1.13%,610.8885331,-1.13%,,,,,,,,,,,,,,
CryptoDona7,https://x.com/CryptoDona7/status/1905252702973538576,2025-03-27T13:36:56.000Z,2025-03-28T06:02:44.944Z,Buy,VIRAL,viralmind,0.004447185,0.004947457,0.0055,0.006,0.0044,0.0044,-1.06%,0.0044,-1.06%,0.0044,-1.06%,0.0044,-1.06%,0.0044,-1.06%,0.0044,-1.06%,,,,,,,,,,,,,,
CryptoWizardd,https://x.com/CryptoWizardd/status/1905395517288529954,2025-03-27T23:04:26.000Z,2025-03-28T06:03:08.452Z,Buy,NPC,npc,1.54736E-05,1.52787E-05,0.0000168,0.00001834,0.00001451,1.50673E-05,-2.63%,0.00001451,-6.23%,0.00001451,-6.23%,0.00001451,-6.23%,0.00001451,-6.23%,0.00001451,-6.23%,,,,,,,,,,,,,,
CryptoWizardd,https://x.com/CryptoWizardd/status/1905395517288529954,2025-03-27T23:04:26.000Z,2025-03-28T06:03:24.627Z,Buy,NPC,non-playable-coin,0.015274094,0.015273825,0.0165,0.0211,0.0124,0.013809036,-9.59%,0.0124,-18.82%,0.0124,-18.82%,0.0124,-18.82%,0.0124,-18.82%,0.0124,-18.82%,,,,,,,,,,,,,,
aixbt_agent,https://x.com/aixbt_agent/status/1905456888105632235,2025-03-28T03:08:18.000Z,2025-03-28T06:03:41.147Z,Buy,ZRO,layerzero,3.13136506,3.13136506,3.3,3.5,2.9,2.994078635,-4.38%,2.9,-7.39%,2.9,-7.39%,2.9,-7.39%,2.9,-7.39%,2.9,-7.39%,,,,,,,,,,,,,,
aixbt_agent,https://x.com/aixbt_agent/status/1905442015619506317,2025-03-28T02:09:12.000Z,2025-03-28T06:03:53.048Z,Hold,47,trump-47,9.9018E-05,9.9018E-05,9.9018E-05,9.9018E-05,8.91162E-05,9.51957E-05,-3.86%,9.26516E-05,-6.43%,9.26516E-05,-6.43%,9.26516E-05,-6.43%,9.26516E-05,-6.43%,9.26516E-05,-6.43%,,,,,,,,,,,,,,
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1905454560706990382,2025-03-28T02:59:03.000Z,2025-03-28T06:04:11.271Z,Hold,BTC,bitcoin,87227.27158,87227.27158,88000,90000,85000,85137.62392,-2.40%,85000,-2.55%,85000,-2.55%,85000,-2.55%,85000,-2.55%,85000,-2.55%,,,,,,,,,,,,,,
dippy_eth,https://x.com/dippy_eth/status/1905251715651186762,2025-03-27T13:33:01.000Z,2025-03-28T06:04:40.402Z,Buy,SPX,spx6900,0.60063408,0.619146043,6,6.5,0.5,0.567002771,-5.60%,0.505124597,-15.90%,0.505124597,-15.90%,0.505124597,-15.90%,0.505124597,-15.90%,0.505124597,-15.90%,,,,,,,,,,,,,,
dippy_eth,https://x.com/dippy_eth/status/1905251715651186762,2025-03-27T13:33:01.000Z,2025-03-28T06:04:52.523Z,Buy,FWOG,fwog,0.051339817,0.054025416,0.5,1,0.04,0.04814967,-6.21%,0.044540377,-13.24%,0.044540377,-13.24%,0.044540377,-13.24%,0.044540377,-13.24%,0.044540377,-13.24%,,,,,,,,,,,,,,
dippy_eth,https://x.com/dippy_eth/status/1905251715651186762,2025-03-27T13:33:01.000Z,2025-03-28T06:05:11.525Z,Hold,KENDU,kendu-inu,1.44967E-05,1.28187E-05,0.00004764,0.00007112,0.0000105,1.12771E-05,-22.21%,1.16276E-05,-19.79%,1.16276E-05,-19.79%,1.16276E-05,-19.79%,1.16276E-05,-19.79%,1.16276E-05,-19.79%,,,,,,,,,,,,,,
dippy_eth,https://x.com/dippy_eth/status/1905251715651186762,2025-03-27T13:33:01.000Z,2025-03-28T06:05:23.203Z,Buy,APU,based-apu,6.86E-10,6.45E-10,0.01,0.02,5.00E-10,5.92E-10,-13.74%,5.92E-10,-13.74%,5.92E-10,-13.74%,5.92E-10,-13.74%,5.92E-10,-13.74%,5.92E-10,-13.74%,,,,,,,,,,,,,,
dippy_eth,https://x.com/dippy_eth/status/1905251715651186762,2025-03-27T13:33:01.000Z,2025-03-28T06:05:36.313Z,Buy,UFD,unicorn-fart-dust,0.03792638,0.034919282,0.2,0.4,0.03,0.03440222,-9.29%,0.033039454,-12.89%,0.033039454,-12.89%,0.033039454,-12.89%,0.033039454,-12.89%,0.033039454,-12.89%,,,,,,,,,,,,,,
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1905292176822501588,2025-03-27T16:13:48.000Z,2025-03-28T06:05:54.416Z,Buy,LNQ,linqai,0.039693421,0.03819394,0.0401,0.042,0.0363,0.0363,-8.55%,0.0363,-8.55%,0.0363,-8.55%,0.0363,-8.55%,0.0363,-8.55%,0.0363,-8.55%,,,,,,,,,,,,,,
Steve_Cryptoo,https://x.com/rovercrc/status/1905200265193480628,2025-03-27T10:08:34.000Z,2025-03-28T06:06:05.099Z,Buy,ETH,ethereum,2009.883543,2003.303424,6000,8000,1900,1907.031913,-5.12%,1900,-5.47%,1900,-5.47%,1900,-5.47%,1900,-5.47%,1900,-5.47%,,,,,,,,,,,,,,
Steve_Cryptoo,https://x.com/Steve_Cryptoo/status/1905197950000599459,2025-03-27T09:59:22.000Z,2025-03-28T06:06:20.294Z,Buy,SUI,sui,2.627295275,2.783390309,3,3.3,2.5,2.584684343,-1.62%,2.527902245,-3.78%,2.527902245,-3.78%,2.527902245,-3.78%,2.527902245,-3.78%,2.527902245,-3.78%,,,,,,,,,,,,,,
BenjiGanar,https://x.com/BenjiGanar/status/1905277652631499191,2025-03-27T15:16:05.000Z,2025-03-28T06:06:55.496Z,Buy,GHIBLI,ghiblification,0.02826457,0.02826457,0.035,0.04,0.02,0.030687085,8.57%,0.02,-29.24%,0.02,-29.24%,0.02,-29.24%,0.02,-29.24%,0.02,-29.24%,,,,,,,,,,,,,,
BenjiGanar,https://x.com/BenjiGanar/status/1905277652631499191,2025-03-27T15:16:05.000Z,2025-03-28T06:07:11.481Z,Buy,FARTCOIN,fartcoin,0.520459679,0.532473176,0.6,0.7,0.44,0.499664233,-4.00%,0.446571247,-14.20%,0.446571247,-14.20%,0.446571247,-14.20%,0.446571247,-14.20%,0.446571247,-14.20%,,,,,,,,,,,,,,
BenjiGanar,https://x.com/BenjiGanar/status/1905277652631499191,2025-03-27T15:16:05.000Z,2025-03-28T06:07:23.497Z,Buy,DOGINME,doginme,0.001135661,0.001150707,0.00135,0.0015,0.00105,0.001109095,-2.34%,0.00105,-7.54%,0.00105,-7.54%,0.00105,-7.54%,0.00105,-7.54%,0.00105,-7.54%,,,,,,,,,,,,,,
cryptoo_doctor,https://x.com/cryptoo_doctor/status/1905208999491797142,2025-03-27T10:43:17.000Z,2025-03-28T06:07:38.933Z,Hold,NPC,npc,1.54736E-05,1.52787E-05,0.0000165,0.0000182,0.0000148,1.50673E-05,-2.63%,0.0000148,-4.35%,0.0000148,-4.35%,0.0000148,-4.35%,0.0000148,-4.35%,0.0000148,-4.35%,,,,,,,,,,,,,,
RiddlerDeFi,https://x.com/WhaleInsider/status/1905214702310809822,2025-03-27T11:05:56.000Z,2025-03-28T06:07:55.639Z,Buy,S,sonic-3,0.601829103,0.603860942,0.68,0.96,0.56,0.564242449,-6.25%,0.56,-6.95%,0.56,-6.95%,0.56,-6.95%,0.56,-6.95%,0.56,-6.95%,,,,,,,,,,,,,,
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1905316362517708932,2025-03-27T17:49:54.000Z,2025-03-28T06:08:07.484Z,Buy,GHIBLI,ghiblification,0.02826457,0.02826457,0.04,0.06,0.02,0.030687085,8.57%,0.02,-29.24%,0.02,-29.24%,0.02,-29.24%,0.02,-29.24%,0.02,-29.24%,,,,,,,,,,,,,,
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1905316362517708932,2025-03-27T17:49:54.000Z,2025-03-28T06:08:21.507Z,Hold,SOL,solana,137.0933425,138.3789793,145,150,130,131.5995148,-4.01%,130,-5.17%,130,-5.17%,130,-5.17%,130,-5.17%,130,-5.17%,,,,,,,,,,,,,,
RiddlerDeFi,https://x.com/coinbureau/status/1905221722065768487,2025-03-27T11:33:50.000Z,2025-03-28T06:08:32.007Z,Buy,S,sonic-3,0.601829103,0.603860942,0.7,0.75,0.55,0.564242449,-6.25%,0.55,-8.61%,0.55,-8.61%,0.55,-8.61%,0.55,-8.61%,0.55,-8.61%,,,,,,,,,,,,,,
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1905277476659695949,2025-03-27T15:15:23.000Z,2025-03-28T06:08:43.415Z,Buy,NEX,nexus-2,0.000185087,0.000184968,0.000203,0.000222,0.000166,0.000182263,-1.53%,0.000182263,-1.53%,0.000182263,-1.53%,0.000182263,-1.53%,0.000182263,-1.53%,0.000182263,-1.53%CryptoSlate,https://x.com/CryptoSlate/status/1906667791907963203,2025-03-31T11:20:00.000Z,2025-03-31T12:01:16.511Z,Sell,DOGE,dogecoin,0.166424926,,,,0.166424926,0.16,0.15,0.19
CryptoSlate,https://x.com/CryptoSlate/status/1906662523644035390,2025-03-31T10:59:04.000Z,2025-03-31T12:01:40.486Z,Buy,BTC,bitcoin,82356.38111,82356.38111,85000,86000,80500,,,,,,,,,,,,,,,,,,,,,,,,,,
TheCryptoKazi,https://x.com/TheCryptoKazi/status/1906657475589210251,2025-03-31T10:39:00.000Z,2025-03-31T12:03:51.095Z,Sell,BTC,bitcoin,82356.38111,82356.38111,80000,78300,84000,,,,,,,,,,,,,,,,,,,,,,,,,,
dippy_eth,https://x.com/dippy_eth/status/1906643392097886641,2025-03-31T09:43:03.000Z,2025-03-31T12:04:23.105Z,Hold,BTC,bitcoin,82356.38111,82356.38111,85000,87500,72000,,,,,,,,,,,,,,,,,,,,,,,,,,
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1906663873522086087,2025-03-31T11:04:26.000Z,2025-03-31T12:05:47.137Z,Buy,BERA,berachain-bera,7.239788722,7.239788722,9.35,12.37,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1906663873522086087,2025-03-31T11:04:26.000Z,2025-03-31T12:06:00.177Z,Hold,S,s,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RiddlerDeFi,https://x.com/NeoTech_Ai/status/1906639511158956156,2025-03-31T09:27:37.000Z,2025-03-31T12:06:14.866Z,Buy,NEOT,neotech,0.0029206,0.0029206,0.0032,0.0035,0.0026,,,,,,,,,,,,,,,,,,,,,,,,,,
cryptostasher,https://x.com/cryptostasher/status/1906697036390408690,2025-03-31T13:16:12.000Z,2025-03-31T15:00:38.387Z,Buy,ETH,ethereum,1805.337878,1805.337878,1950,2150,1730,,,,,,,,,,,,,,,,,,,,,,,,,,
CryptoSlate,https://x.com/CryptoSlate/status/1906718427198201903,2025-03-31T14:41:12.000Z,2025-03-31T15:01:47.390Z,Sell,BTC,bitcoin,82356.38111,82356.38111,80000,78300,84000,,,,,,,,,,,,,,,,,,,,,,,,,,
CryptoSlate,https://x.com/CryptoSlate/status/1906709315982905780,2025-03-31T14:05:00.000Z,2025-03-31T15:02:03.366Z,Buy,BTC,bitcoin,82356.38111,82356.38111,85000,90000,78000,,,,,,,,,,,,,,,,,,,,,,,,,,
aixbt_agent,https://x.com/aixbt_agent/status/1906695115407794669,2025-03-31T13:08:34.000Z,2025-03-31T15:03:51.636Z,Hold,MSTR,mstr2100,0.166527554,0.166527554,0.18,0.2,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1906709886102098204,2025-03-31T14:07:16.000Z,2025-03-31T15:05:38.940Z,Buy,BERA,berachain-bera,7.239788722,7.239788722,9.35,12.37,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1906689390652592495,2025-03-31T12:45:49.000Z,2025-03-31T15:05:51.272Z,Hold,S,s,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
RiddlerDeFi,https://x.com/RiddlerDeFi/status/1906689390652592495,2025-03-31T12:45:49.000Z,2025-03-31T15:06:07.939Z,Buy,CPOOL,clearpool,0.115097281,0.115097281,0.1266,0.1387,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,
CryptoSlate,https://x.com/CryptoSlate/status/1906746994548461617,2025-03-31T16:34:43.000Z,2025-03-31T21:01:47.911Z,Buy,ATOM,cosmos,4.312346526,4.312346526,4.5,4.7,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,
CryptoSlate,https://x.com/CryptoSlate/status/1906746994548461617,2025-03-31T16:34:43.000Z,2025-03-31T21:02:06.728Z,Hold,ETH,ethereum,1805.337878,1805.337878,2100,2200,1750,,,,,,,,,,,,,,,,,,,,,,,,,,
CryptoSlate,https://x.com/CryptoSlate/status/1906746994548461617,2025-03-31T16:34:43.000Z,2025-03-31T21:02:26.729Z,Buy,BTC,bitcoin,82356.38111,82356.38111,85000,87000,80000,,,,,,,,,,,,,,,,,,,,,,,,,,
CryptoSlate,https://x.com/CryptoSlate/status/1906727066969739390,2025-03-31T15:15:32.000Z,2025-03-31T21:02:39.187Z,Hold,BTC,bitcoin,82356.38111,82356.38111,90000,100000,74000,,,,,,,,,,,,,,,,,,,,,,,,,,
aixbt_agent,https://x.com/aixbt_agent/status/1906771894948475035,2025-03-31T18:13:40.000Z,2025-03-31T21:05:01.696Z,Hold,SUI,sui,2.345106202,2.345106202,2.37,2.64,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,
aixbt_agent,https://x.com/aixbt_agent/status/1906757175114113253,2025-03-31T17:15:11.000Z,2025-03-31T21:05:28.611Z,Buy,PRIME,prime-2,0.039010062,0.039010062,0.0585,0.078,0.0312,,,,,,,,,,,,,,,,,,,,,,,,,,
aixbt_agent,https://x.com/aixbt_agent/status/1906757175114113253,2025-03-31T17:15:11.000Z,2025-03-31T21:05:41.155Z,Buy,PRIME,solanaprime,0,0,3.75,4.1,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,
aixbt_agent,https://x.com/aixbt_agent/status/1906757175114113253,2025-03-31T17:15:11.000Z,2025-03-31T21:05:53.799Z,Buy,PRIME,echelon-prime,3.337146119,3.337146119,3.55,4.25,3,,,,,,,,,,,,,,,,,,,,,,,,,,
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1906807352776421630,2025-03-31T20:34:34.000Z,2025-03-31T21:06:43.067Z,Buy,S,s,0,0,1,1.5,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,
AltcoinSherpa,https://x.com/AltcoinSherpa/status/1906803763119030288,2025-03-31T20:20:18.000Z,2025-03-31T21:06:56.096Z,Hold,BTC,bitcoin,82356.38111,82356.38111,85000,90000,78000,,,,,,,,,,,,,,,,,,,,,,,,,,
BenjiGanar,https://x.com/FvctCrvpto/status/1906722107775701093,2025-03-31T14:55:50.000Z,2025-03-31T21:07:45.907Z,Buy,VIRAL,viralmind,0.003753016,0.003753016,0.0045,0.0056,0.0032,,,,,,,,,,,,,,,,,,,,,,,,,,
CryptoSlate,https://x.com/CryptoSlate/status/1906836404178444772,2025-03-31T22:30:00.000Z,2025-04-01T00:01:56.752Z,Buy,BTC,bitcoin,82356.38111,0,85000,90000,79500,,,,,,,,,,,,,,,,,,,,,,,,,,
holdersignals,https://x.com/holdersignals/status/1906831418128531920,2025-03-31T22:10:11.000Z,2025-04-01T00:02:34.165Z,Buy,BANANA,banana,0.090946497,0,50,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,
aixbt_agent,https://x.com/aixbt_agent/status/1906846705263497688,2025-03-31T23:10:56.000Z,2025-04-01T00:03:45.517Z,Buy,BTC,bitcoin,82356.38111,0,85000,90000,77000,,,,,,,,,,,,,,,,,,,,,,,,,,
aixbt_agent,https://x.com/aixbt_agent/status/1906891760732962929,2025-04-01T02:09:58.000Z,2025-04-01T03:02:12.527Z,Sell,HYPE,hyperliquid,12.9739766,12.9739766,12.26,7.02,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,
aixbt_agent,https://x.com/aixbt_agent/status/1906876791794684386,2025-04-01T01:10:29.000Z,2025-04-01T03:02:30.606Z,Buy,BTC,bitcoin,82514.09365,82514.09365,90000,110000,80305,,,,,,,,,,,,,,,,,,,,,,,,,,
aixbt_agent,https://x.com/aixbt_agent/status/1906876791794684386,2025-04-01T01:10:29.000Z,2025-04-01T03:02:45.632Z,Buy,SOL,solana,124.8661784,124.8661784,140,145,120,,,,,,,,,,,,,,,,,,,,,,,,,,
aixbt_agent,https://x.com/aixbt_agent/status/1906861874752508226,2025-04-01T00:11:13.000Z,2025-04-01T03:02:57.965Z,Hold,GRASS,grass,1.780413793,1.780413793,1.85,2,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,
aixbt_agent,https://x.com/aixbt_agent/status/1906936860359958870,2025-04-01T05:09:11.000Z,2025-04-01T06:02:23.895Z,Buy,TUT,tutorial,0.04046282,0.04046282,0.045,0.057,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,
aixbt_agent,https://x.com/aixbt_agent/status/1906921894613561527,2025-04-01T04:09:43.000Z,2025-04-01T06:02:54.938Z,Hold,MASK,mask-network,2.062273183,2.062273183,2.2,2.33,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,
aixbt_agent,https://x.com/aixbt_agent/status/1906906806947115349,2025-04-01T03:09:46.000Z,2025-04-01T06:03:19.085Z,Buy,KTA,keeta,0.158290345,0.158290345,0.2,0.25,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,
CryptoSlate,https://x.com/CryptoSlate/status/1906991439042826410,2025-04-01T08:46:03.000Z,2025-04-01T09:01:12.610Z,Buy,BTC,bitcoin,82514.09365,82514.09365,85000,90000,79000,,,,,,,,,,,,,,,,,,,,,,,,,,
CryptoWizardd,https://x.com/0x_ginio/status/1906992611010699542,2025-04-01T08:50:43.000Z,2025-04-01T09:02:55.657Z,Buy,NPC,npc,1.29551E-05,1.29551E-05,0.00001943,0.00002591,0.00000971,,,,,,,,,,,,,,,,,,,,,,,,,,
CryptoWizardd,https://x.com/0x_ginio/status/1906992611010699542,2025-04-01T08:50:43.000Z,2025-04-01T09:03:17.890Z,Buy,NPC,non-playable-coin,0.011797175,0.011797175,0.085,0.12,0.0106,,,,,,,,,,,,,,,,,,,,,,,,,,
aixbt_agent,https://x.com/aixbt_agent/status/1906982154405613733,2025-04-01T08:09:10.000Z,2025-04-01T09:03:47.514Z,Hold,BTC,bitcoin,82514.09365,82514.09365,84800,88700,79600,,,,,,,,,,,,,,,,,,,,,,,,,,
aixbt_agent,https://x.com/aixbt_agent/status/1906982154405613733,2025-04-01T08:09:10.000Z,2025-04-01T09:04:08.238Z,Hold,ETH,ethereum,1824.207137,1824.207137,1850,1900,1800,,,,,,,,,,,,,,,,,,,,,,,,,,
aixbt_agent,https://x.com/aixbt_agent/status/1906982154405613733,2025-04-01T08:09:10.000Z,2025-04-01T09:04:27.971Z,Sell,SOL,solana,124.8661784,124.8661784,120,115,130,,,,,,,,,,,,,,,,,,,,,,,,,,
aixbt_agent,https://x.com/aixbt_agent/status/1906967039845323138,2025-04-01T07:09:06.000Z,2025-04-01T09:04:46.752Z,Hold,ETH,ethereum,1824.207137,1824.207137,1880,1925,1765,,,,,,,,,,,,,,,,,,,,,,,,,,
aixbt_agent,https://x.com/aixbt_agent/status/1906951975050318292,2025-04-01T06:09:14.000Z,2025-04-01T09:05:11.497Z,Buy,FLOKI,floki,5.85474E-05,5.85474E-05,0.00007,0.00009,0.00005,,,,,,,,,,,,,,,,,,,,,,,,,,
CryptoSlate,https://x.com/CryptoSlate/status/1907036560505094305,2025-04-01T11:45:21.000Z,2025-04-01T12:01:31.151Z,Buy,BTC,bitcoin,82514.09365,82514.09365,86000,88700,80000,,,,,,,,,,,,,,,,,,,,,,,,,,
aixbt_agent,https://x.com/aixbt_agent/status/1907027870192668765,2025-04-01T11:10:49.000Z,2025-04-01T12:02:57.083Z,Buy,KERNEL,kernel-2,0,0,2.5,3.5,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,
aixbt_agent,https://x.com/aixbt_agent/status/1907012608605163844,2025-04-01T10:10:11.000Z,2025-04-01T12:03:09.592Z,Hold,BTC,bitcoin,82514.09365,82514.09365,83000,81500,80800,,,,,,,,,,,,,,,,,,,,,,,,,,
